appId,arsiv_dosya_no,muracaat_tarihi,muracaat_tipi,region,description,status
976,60813,4/9/2019,,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",0
977,66548,28/10/2022,,1,Vestibulum ac est lacinia nisi venenatis tristique.,1
978,24887,1/8/2012,,3,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1
979,73169,4/2/2012,,1,Pellentesque viverra pede ac diam.,0
980,75051,25/6/2023,,2,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,1
981,73358,11/3/2011,,3,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",1
982,34084,11/4/2021,,3,Sed sagittis.,0
983,81972,2/8/2016,,1,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",0
984,108521,19/4/2014,,3,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",0
985,96881,16/8/2018,,2,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0
986,29455,14/10/2016,,2,Vestibulum sed magna at nunc commodo placerat.,0
987,6447,22/1/2020,,3,Aenean lectus. Pellentesque eget nunc.,0
988,73823,20/11/2019,,2,Vivamus in felis eu sapien cursus vestibulum.,0
989,45565,24/11/2011,,1,Vivamus tortor. Duis mattis egestas metus.,1
990,70809,13/11/2022,,1,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",0
991,47085,15/6/2014,,1,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",0
992,34001,24/3/2012,,2,Ut at dolor quis odio consequat varius. Integer ac leo.,1
993,52898,12/6/2019,,2,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,1
994,94678,7/3/2019,,2,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,0
995,49214,12/5/2015,,1,Donec quis orci eget orci vehicula condimentum.,0
996,56815,26/3/2019,,3,Sed accumsan felis. Ut at dolor quis odio consequat varius.,1
997,82163,6/12/2016,,1,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,1
998,66920,10/11/2010,,2,Proin at turpis a pede posuere nonummy. Integer non velit.,1
999,84329,26/2/2016,,1,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1
1000,17489,6/10/2016,,3,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,0
